0.835001,-1.57058,0.957448,0.365725,-0.713631,-1.22825,0.0261162,-0.549758,-1.02515,-0.106825,-0.501558,1.32607,0.939425,0.157599,-1.69774,-0.994868,0.0142061,-0.409366,1.27215,-0.916414,0.286898,0.646777,0.680669,0.737701,1.19171,0.453937,0.161937,1.57551,-0.83711,-0.945894
0.972212,-0.802554,-0.181036,0.447603,0.099156,-0.251871,0.299147,-0.576853,-0.60969,-0.196926,-0.60301,0.780455,-0.468728,0.252376,-1.05115,0.175907,0.401874,-0.539078,-0.16139,-0.0565951,-0.324041,0.59726,-0.0487562,0.610884,0.831361,0.381662,-0.056956,0.634321,-0.568584,-0.764334
2.60315,-0.919649,-0.104169,2.18502,-1.16197,-2.90558,0.581024,-1.75734,-2.08451,0.0569155,-0.640592,1.87079,0.394257,2.19544,-2.22123,-0.599891,1.43661,0.515302,-0.400357,-1.1573,-1.14164,0.310744,-0.799489,0.630786,2.13151,-0.89824,-0.557347,2.11142,-1.11174,-0.328286
0.942234,-2.7612,-0.57721,-0.557571,1.67387,-1.20502,0.365333,-0.761785,-0.503622,0.377289,-0.278937,0.527366,-1.44955,-0.42293,-0.101291,0.70902,0.0882251,-0.951443,1.39618,-0.865513,-0.0210766,-0.400832,1.51327,1.01221,1.03742,2.49821,-0.521112,2.84783,-2.44955,-1.66381
1.62752,-1.15662,-0.217634,0.374863,-0.795081,-1.34811,0.878398,-1.53625,-0.0387461,-0.242786,-0.109971,2.49707,0.753875,-0.446487,-1.26411,0.157437,0.871059,0.0243376,0.460763,-0.659563,0.4719,-0.114428,0.61366,-0.116456,0.903342,1.23814,-1.2285,0.411586,-1.41814,-1.16898
2.95758,-0.294023,-0.839613,-0.357729,2.46401,-0.553684,-0.09213,0.221921,-0.403542,0.630052,0.324967,0.77289,0.476941,-0.1679,-0.852538,-0.783727,0.680578,-0.164076,1.09467,-0.493459,0.375506,-0.343353,2.55179,1.04079,-0.287591,2.487,-0.62533,3.51472,-0.524427,0.0707136
1.38989,-2.29499,-1.0926,1.4977,0.134114,-0.11755,1.27282,-1.26172,0.747846,0.0906594,0.431037,-0.732888,-0.476632,-0.993765,-1.13772,-0.900243,1.56251,0.15119,1.66554,-1.36195,-0.797782,-1.77901,2.09724,0.692997,1.52543,0.983597,-2.33215,0.746365,-1.35726,-0.332486
0.932899,-2.12951,-1.02546,0.610705,-0.256202,-0.0277472,1.53097,-0.108522,0.053933,0.299809,-0.991706,1.13811,-1.97654,-0.382687,-2.30919,-0.0355476,0.888451,-1.44594,-0.293141,-0.400907,-0.751755,0.190838,1.83753,0.0792625,1.47868,0.636117,-0.228438,1.61945,-0.595361,-0.0665358
0.610254,-1.42272,-0.125583,0.44293,-0.0569405,-0.364263,-0.0421755,-0.708478,-0.217316,-0.143557,-0.10917,0.474439,0.0833033,0.203084,-1.3663,0.120096,0.327132,-0.778004,0.795228,0.105592,-0.662224,0.172364,0.980926,0.357593,0.84517,0.648978,0.0945603,1.8851,-0.648815,-0.802734
1.81202,-3.21505,-0.719059,-0.322511,1.27179,0.351394,-0.578791,-1.33044,-0.599401,-1.58179,0.0544892,1.33587,0.305368,-1.05443,-0.556989,0.595418,-0.0804212,-0.967486,1.68723,-0.591236,-0.304635,-1.9994,2.56993,0.711133,0.440976,2.29916,-0.219746,2.30302,-0.322739,1.10281
0.634188,-1.03058,1.09758,1.01916,0.469872,-1.3091,0.150671,-2.65627,-0.138658,1.24277,-1.66026,1.57788,-0.066055,-0.460606,-0.429361,0.657166,1.23214,-0.461898,2.06913,1.62148,0.0723682,-1.75459,2.00746,0.52152,0.130629,2.39598,-0.0331041,2.1672,-1.17054,-1.60296
0.752695,-2.28442,-1.73922,0.771489,2.19968,0.594896,-0.303832,-0.211673,-0.494443,0.252365,-1.8498,0.480283,-0.148651,-1.01108,-0.797573,0.665291,0.86363,-2.63238,0.388623,-0.977939,-0.27112,-0.682006,1.65049,2.22962,0.131412,0.306559,-1.00204,3.60622,-1.95423,-0.349234
